epoch, distortion_loss, perception_loss, rate, lambda
4,0.027731813490390778,1.313554286956787,8.0,0.001
9,0.02599310502409935,0.9884229302406311,8.0,0.001
14,0.02557864598929882,1.0699682235717773,8.0,0.001
19,0.024949656799435616,1.0702424049377441,8.0,0.001
24,0.024314675480127335,1.120473027229309,8.0,0.001
29,0.02427702024579048,1.0801461935043335,8.0,0.001
34,0.02402190864086151,1.0734119415283203,8.0,0.001
39,0.024107608944177628,1.0684921741485596,8.0,0.001
44,0.023906951770186424,1.0738525390625,8.0,0.001
49,0.023948559537529945,1.0757769346237183,8.0,0.001
54,0.023947671055793762,1.054107427597046,8.0,0.001
59,0.023858945816755295,1.0502760410308838,8.0,0.001
64,0.023936111479997635,1.0410969257354736,8.0,0.001
69,0.02388709783554077,1.0512888431549072,8.0,0.001
74,0.023822380229830742,1.0500673055648804,8.0,0.001
79,0.023902345448732376,1.0608041286468506,8.0,0.001
84,0.023855989798903465,1.0589131116867065,8.0,0.001
89,0.023818282410502434,1.0557582378387451,8.0,0.001
94,0.02390523999929428,1.0641123056411743,8.0,0.001
99,0.023834465071558952,1.0473225116729736,8.0,0.001
