epoch,distortion_loss,cross_entropy_loss, rate, lambda
4,0.017790498211979866,0.946258008480072,16.0,0.001
9,0.016708610579371452,0.8147873878479004,16.0,0.001
14,0.015960320830345154,0.797627866268158,16.0,0.001
19,0.015374946407973766,0.7674254775047302,16.0,0.001
24,0.01471029780805111,0.7207906246185303,16.0,0.001
29,0.01471714023500681,0.718476414680481,16.0,0.001
34,0.014664177782833576,0.6955136656761169,16.0,0.001
39,0.014494423754513264,0.6973337531089783,16.0,0.001
44,0.014462261460721493,0.6925634741783142,16.0,0.001
49,0.014420684427022934,0.6850202679634094,16.0,0.001
54,0.01453500334173441,0.6857102513313293,16.0,0.001
59,0.01442371029406786,0.6850993037223816,16.0,0.001
64,0.01449641678482294,0.6787614226341248,16.0,0.001
69,0.014506904408335686,0.6791176199913025,16.0,0.001
74,0.014404777437448502,0.6906786561012268,16.0,0.001
79,0.014422808773815632,0.6870028376579285,16.0,0.001
84,0.014385436661541462,0.6834201216697693,16.0,0.001
89,0.014463790692389011,0.6797878742218018,16.0,0.001
94,0.01457030326128006,0.6834779381752014,16.0,0.001
99,0.014397422783076763,0.688502848148346,16.0,0.001
