epoch, distortion_loss, perception_loss, rate, lambda
4,0.018078066408634186,0.15737426280975342,16.0,0.001
9,0.016514690592885017,0.1297433078289032,16.0,0.001
14,0.016856225207448006,0.06647202372550964,16.0,0.001
19,0.01643870584666729,0.1320243924856186,16.0,0.001
24,0.014665625058114529,0.0994211733341217,16.0,0.001
29,0.014578912407159805,0.11172554641962051,16.0,0.001
34,0.014550166204571724,0.06352894753217697,16.0,0.001
39,0.014367359690368176,0.10024642199277878,16.0,0.001
44,0.014396477490663528,0.11520612239837646,16.0,0.001
49,0.014319227077066898,0.10994631052017212,16.0,0.001
54,0.014346309937536716,0.1163204088807106,16.0,0.001
59,0.014245033264160156,0.10588549822568893,16.0,0.001
64,0.014281878247857094,0.11195463687181473,16.0,0.001
69,0.014278859831392765,0.1094847247004509,16.0,0.001
74,0.014291048981249332,0.10050495713949203,16.0,0.001
79,0.014254969544708729,0.08554694056510925,16.0,0.001
84,0.014316972345113754,0.09625223278999329,16.0,0.001
89,0.01429941039532423,0.0854543000459671,16.0,0.001
94,0.01427999697625637,0.07692331075668335,16.0,0.001
99,0.01421528309583664,0.06976474076509476,16.0,0.001
